source,target,weight
422,784,0.5
422,816,0.5
422,1069,0.5
422,1119,1
422,1248,0.5
422,1311,1
422,1521,1
422,1886,1
427,814,1
428,563,1
434,1486,0.5
439,795,0.5
439,1468,1
439,2823,1
441,586,1
448,3196,1
450,540,0.5
450,564,0.5
450,624,0.5
450,1131,0.5
450,1188,1
450,3392,1
451,514,0.5
451,715,0.5
451,800,1
451,802,0.5
451,3271,1
451,3272,1
451,3273,1
452,1320,1
455,1071,1
459,1145,0.5
465,589,1
474,1481,1
476,869,0.5
476,950,1
476,1406,0.5
476,1427,0.5
476,1430,0.5
480,528,0.5
480,564,0.5
480,681,0.5
480,1319,1
480,1672,1
502,2207,1
506,1929,0.5
506,1939,0.5
506,2524,1
506,3030,0.5
507,533,0.5
507,555,1
507,933,0.5
507,1442,1
507,1683,1
507,1856,0.5
507,1891,0.5
507,2617,1
507,2680,0.5
507,2746,1
507,3183,1
509,564,1
510,1683,1
511,559,1
511,579,0.666667
511,596,0.5
511,647,1
511,655,1
511,914,1
511,2513,0.5
511,2665,1
511,3674,0.5
512,563,1
512,728,1
512,1043,1
513,539,1
513,582,1
513,583,1
513,604,1
513,608,0.5
513,1178,0.75
513,1423,0.75
513,1575,1
513,1611,1
513,1701,0.75
513,1705,0.75
513,1724,1
513,1738,1
513,1777,1
513,1787,0.5
513,1792,0.5
513,2927,0.5
513,2928,1
513,2929,1
514,540,0.5
514,564,0.5
514,610,0.5
514,624,0.5
514,637,0.5
514,690,1
514,711,0.5
514,715,1
514,718,1
514,728,1
514,757,1
514,762,1
514,788,0.5
514,793,0.5
514,812,0.5
514,834,0.5
514,861,0.5
514,869,0.5
514,876,0.5
514,1043,1
514,1048,1
514,3105,0.5
514,3106,1
515,528,1
515,540,1
515,546,0.5
515,547,0.666667
515,562,0.666667
515,564,1
515,570,0.666667
515,571,0.666667
515,617,0.666667
515,621,1
515,622,1
515,624,1
515,659,1
515,690,0.666667
515,706,0.666667
515,715,0.666667
515,774,0.666667
515,822,1
515,839,1
515,956,1
515,1131,0.5
515,1171,0.5
515,1172,0.5
515,1238,1
515,2002,1
516,622,0.5
516,1162,0.5
516,1239,0.5
516,2714,1
516,3733,1
517,537,1
517,538,1
517,560,1
517,578,0.5
517,599,0.5
517,600,0.5
517,629,1
517,663,1
517,672,1
517,683,1
517,888,1
517,900,1
517,914,1
517,970,1
517,988,1
517,991,1
517,997,0.5
517,1000,1
517,2112,1
517,2209,1
517,2697,1
517,2883,1
517,2884,1
518,617,0.5
518,1479,0.5
518,1699,0.5
519,528,1
519,540,1
519,546,0.5
519,547,0.666667
519,564,1
519,572,0.5
519,589,0.666667
519,624,1
519,625,1
519,626,0.5
519,659,1
519,715,0.666667
519,731,0.666667
519,822,1
519,847,1
519,856,1
519,879,1
519,910,0.5
519,950,0.5
519,954,1
519,958,0.5
519,1099,0.5
519,1195,1
519,1227,1
519,1238,1
519,1283,1
519,1304,1
519,1307,0.5
519,1481,0.666667
519,1534,0.5
519,1536,0.5
519,1538,1
519,1542,0.5
519,1554,1
519,1938,1
519,2233,0.5
519,2329,1
519,2330,1
519,2331,1
519,2332,1
519,2333,1
520,521,1
520,542,1
520,556,1
520,562,0.666667
520,617,0.666667
520,637,0.666667
520,681,1
520,1021,1
520,1171,0.5
520,1172,0.5
520,1238,1
520,1481,0.666667
520,1999,0.5
520,2308,0.5
521,524,1
521,542,1
521,546,0.5
521,547,0.666667
521,574,1
521,587,1
521,625,1
521,627,1
521,637,0.666667
521,715,0.666667
521,731,0.666667
521,856,1
521,1162,1
521,1195,1
521,1402,0.5
521,1412,0.5
521,1459,0.5
521,1850,1
521,1926,0.5
521,1999,0.5
521,2061,1
521,2289,1
521,2454,1
521,2455,1
521,2456,1
521,2457,1
521,2458,0.5
522,577,0.666667
522,631,0.666667
522,887,0.5
522,958,0.5
522,1118,0.5
522,1387,1
522,1388,1
522,1427,0.5
522,1442,0.666667
522,1561,1
522,1806,1
522,1844,0.5
522,2345,0.5
522,2403,0.5
522,2404,1
522,2405,1
522,2406,1
523,709,0.5
523,716,0.5
523,743,0.5
523,850,0.5
523,1062,0.5
523,1319,0.5
523,2501,1
524,535,0.666667
524,540,1
524,541,0.666667
524,563,0.666667
524,570,0.666667
524,571,0.666667
524,590,1
524,612,0.666667
524,624,1
524,681,1
524,690,0.666667
524,735,0.5
524,774,0.666667
524,799,0.5
524,816,0.666667
524,954,1
524,1048,0.5
524,1162,1
524,1307,0.5
524,1408,0.5
524,1481,0.666667
524,2657,1
524,2659,0.5
526,1522,1
527,537,1
527,552,0.5
527,568,1
527,579,0.666667
527,696,0.5
527,888,1
527,1430,0.666667
527,1486,0.5
527,1740,1
527,1842,0.5
527,2024,1
527,2660,0.5
527,3076,0.5
527,3209,1
528,529,1
528,535,0.666667
528,540,1
528,542,1
528,547,0.666667
528,553,1
528,562,0.666667
528,564,1
528,574,1
528,590,1
528,609,0.666667
528,614,0.5
528,615,0.5
528,617,0.666667
528,622,1
528,625,1
528,627,1
528,637,0.666667
528,659,1
528,681,1
528,715,0.666667
528,774,0.666667
528,812,0.5
528,842,1
528,879,1
528,950,0.5
528,1162,1
528,1188,0.5
528,1196,0.5
528,1221,1
528,1238,1
528,1243,0.5
528,1244,0.5
528,1296,1
528,1304,1
528,1409,0.5
528,1412,0.5
528,1473,0.5
528,1515,1
528,1538,1
528,1561,1
528,1562,0.5
528,1659,0.5
528,1672,0.5
528,1863,1
528,2218,1
528,2308,0.5
528,2321,0.5
528,2322,1
528,2323,1
528,2324,1
528,2326,1
528,2327,1
528,2328,0.5
529,541,0.666667
529,542,1
529,562,0.666667
529,615,0.5
529,625,1
529,635,0.5
529,659,1
529,675,1
529,680,0.666667
529,711,0.666667
529,731,0.666667
529,735,0.5
529,769,0.666667
529,831,0.5
529,857,0.666667
529,1018,0.5
529,1038,0.5
529,1043,0.5
529,1189,0.5
529,1243,0.5
529,1805,0.5
529,2007,0.5
529,2986,1
530,544,0.5
530,579,0.5
530,2185,0.5
530,2225,1
530,2704,0.5
530,2999,0.5
531,534,1
531,544,1
531,591,1
531,940,1
531,983,0.5
531,2660,0.5
532,686,0.5
532,894,1
532,1970,1
532,1989,1
533,538,1
533,543,1
533,560,1
533,655,1
533,656,1
533,829,1
533,1359,1
533,1425,1
533,1966,0.5
533,1991,0.5
533,2488,1
533,2696,1
533,2697,1
533,2698,1
533,2699,1
533,2700,0.5
533,2701,1
533,2702,1
534,537,1
534,538,1
534,577,1
534,601,0.5
534,674,0.5
534,696,0.5
534,698,0.5
534,1428,0.666667
534,1740,1
534,2149,0.5
534,2621,0.5
534,2624,0.5
534,2625,1
535,536,0.5
535,540,0.666667
535,542,0.666667
535,564,0.666667
535,579,0.666667
535,598,0.5
535,599,0.5
535,603,0.5
535,620,0.666667
535,637,1
535,659,0.666667
535,681,0.666667
535,688,1
535,690,0.666667
535,706,0.666667
535,709,0.666667
535,711,0.666667
535,731,0.666667
535,816,0.666667
535,951,1
535,1389,1
535,1944,0.5
535,1976,0.5
535,1986,0.5
535,1996,1
535,2196,0.5
535,2198,1
535,2199,1
535,2200,1
535,2202,0.5
535,2203,1
535,2204,1
535,2205,1
535,2206,1
535,2207,0.5
535,2208,1
535,2209,1
535,2210,1
535,2211,0.5
535,2212,1
535,2213,1
535,2214,1
535,2215,0.5
536,537,0.5
536,538,0.5
536,580,1
537,538,1
537,543,1
537,577,1
537,580,0.5
537,601,0.5
537,896,0.5
537,1000,1
537,1093,0.666667
537,1935,0.666667
537,1972,1
537,2023,1
537,2053,1
537,2245,0.5
537,2293,0.5
537,2742,1
538,543,1
538,544,1
538,577,1
538,640,1
538,674,0.5
538,677,0.5
538,698,0.5
538,701,0.666667
538,900,1
538,914,1
538,915,1
538,987,1
538,991,1
538,1428,0.666667
538,1442,0.666667
538,1446,0.666667
538,1484,1
538,1487,1
538,1491,1
538,1493,1
538,1679,1
538,2088,1
538,2150,0.5
538,2250,0.5
538,2340,1
538,2341,1
538,2342,1
539,582,1
539,604,1
539,608,0.5
539,1134,0.5
539,1178,0.75
539,1423,0.75
539,1564,0.5
539,1611,1
539,1699,0.75
539,1704,1
539,1712,1
539,1724,1
539,1738,1
539,1761,0.5
539,1765,0.5
539,3275,1
539,3276,1
540,541,0.666667
540,546,0.5
540,547,0.666667
540,556,0.75
540,562,0.666667
540,564,0.75
540,570,0.666667
540,571,0.5
540,573,0.5
540,587,1
540,589,0.666667
540,610,0.75
540,616,0.666667
540,619,0.5
540,622,0.75
540,623,1
540,624,1
540,625,1
540,675,0.75
540,680,0.666667
540,681,1
540,682,0.5
540,688,0.666667
540,690,0.666667
540,691,0.5
540,706,0.666667
540,709,0.666667
540,711,0.666667
540,715,0.666667
540,718,0.5
540,731,0.666667
540,732,0.666667
540,743,0.666667
540,757,0.666667
540,762,0.666667
540,763,0.5
540,768,0.5
540,769,0.666667
540,778,0.666667
540,799,0.5
540,803,0.5
540,812,0.5
540,822,1
540,842,1
540,847,1
540,850,0.666667
540,856,1
540,857,0.666667
540,876,0.666667
540,884,0.75
540,950,0.5
540,956,1
540,1018,0.5
540,1021,1
540,1038,0.5
540,1043,0.5
540,1131,0.5
540,1151,1
540,1162,1
540,1176,0.5
540,1180,0.5
540,1183,1
540,1188,0.5
540,1221,1
540,1222,0.5
540,1227,1
540,1228,1
540,1234,1
540,1238,0.75
540,1249,0.5
540,1250,0.5
540,1251,0.5
540,1252,0.5
540,1283,1
540,1302,0.5
540,1307,0.5
540,1317,0.5
540,1321,0.5
540,1390,1
540,1403,1
540,1405,0.5
540,1475,1
540,1477,0.5
540,1508,0.5
540,1514,1
540,1684,0.5
540,1855,0.5
540,1962,1
540,1999,0.5
540,2002,1
540,2007,0.5
540,2030,1
540,2233,0.5
540,2322,1
540,2328,0.5
540,2756,0.5
540,2759,1
540,2850,0.5
540,2923,1
540,2924,1
540,2959,1
540,2960,1
540,2961,1
540,2962,1
540,2963,1
540,2964,0.5
540,2966,1
540,2967,1
540,2968,1
540,2969,1
540,2970,1
540,2971,1
540,2972,1
540,2973,0.5
540,2974,0.5
540,2975,1
540,2976,1
541,542,0.666667
541,549,0.5
541,562,1
541,563,1
541,564,0.666667
541,571,1
541,584,0.666667
541,612,1
541,622,0.666667
541,624,0.666667
541,635,0.5
541,637,0.666667
541,675,0.666667
541,681,0.666667
541,690,1
541,691,1
541,706,1
541,711,0.666667
541,735,1
541,743,1
541,774,1
541,778,1
541,810,0.5
541,816,1
541,838,0.5
541,1016,1
541,1026,1
541,1174,1
541,1290,0.5
541,1478,1
541,2086,1
541,2087,1
542,556,1
542,562,0.666667
542,564,1
542,590,1
542,612,0.666667
542,624,1
542,625,1
542,659,1
542,681,1
542,711,0.666667
542,715,0.666667
542,743,0.666667
542,762,0.666667
542,770,0.5
542,816,0.666667
542,850,0.666667
542,884,1
542,1048,0.5
542,1162,1
542,1188,0.5
542,1249,0.666667
542,1251,0.666667
542,1252,0.666667
542,1283,1
542,1360,0.666667
543,568,1
543,576,0.5
543,577,1
543,578,0.5
543,594,1
543,599,0.5
543,631,1
543,660,0.5
543,672,1
543,674,0.5
543,683,1
543,802,0.5
543,890,1
543,891,1
543,900,1
543,914,1
543,916,0.5
543,944,0.5
543,982,1
543,983,0.5
543,985,0.5
543,988,1
543,989,1
543,994,0.5
543,1159,0.5
543,1276,1
543,1430,0.666667
543,1448,1
543,1486,0.5
543,1817,0.5
543,1835,0.5
543,1837,0.5
543,1849,0.5
543,1969,1
543,1970,0.5
543,1971,1
543,1972,1
543,1973,0.5
543,1974,0.5
543,1975,1
543,1976,0.5
543,1977,1
543,1978,0.5
543,1979,1
543,1980,1
543,1981,0.5
543,1982,1
543,1983,0.5
543,1984,1
543,1985,1
543,1986,0.5
543,1987,1
543,1988,1
543,1989,0.5
543,1990,1
543,1991,0.5
543,1992,1
543,1993,0.5
543,1994,1
543,1995,1
543,1996,1
544,577,1
544,606,1
544,631,1
544,888,1
544,907,1
544,994,0.5
544,1989,0.5
544,2505,1
544,2506,0.5
544,2507,0.5
544,2508,0.5
544,2509,1
544,2510,1
544,2512,0.5
545,604,0.5
545,611,0.5
545,617,0.5
545,1697,0.5
545,1717,1
545,1736,1
545,1803,1
546,564,0.5
546,572,1
546,610,0.5
546,953,0.5
546,1162,0.5
546,1240,1
547,553,0.5
547,562,0.666667
547,563,0.666667
547,564,0.666667
547,571,0.666667
547,574,0.666667
547,584,0.666667
547,610,0.666667
547,612,0.666667
547,622,0.666667
547,624,0.666667
547,659,0.666667
547,682,0.666667
547,689,0.666667
547,690,0.666667
547,711,1
547,715,0.666667
547,716,0.666667
547,728,0.5
547,731,0.666667
547,735,0.5
547,742,0.5
547,743,0.666667
547,757,0.666667
547,758,1
547,774,0.666667
547,812,1
547,815,0.5
547,831,0.5
547,839,0.5
547,846,1
547,847,0.5
547,856,0.666667
547,868,0.5
547,876,0.666667
547,884,0.666667
547,1016,0.5
547,1034,0.5
547,1054,1
547,1096,1
547,1097,1
547,1114,1
547,1116,1
547,1136,1
547,1138,1
547,1141,1
547,1142,1
547,1145,0.5
547,1152,1
547,1164,1
547,1167,0.5
547,1228,0.5
547,1238,0.666667
547,1262,1
547,1278,0.5
547,1282,1
547,1283,0.5
547,1285,0.5
547,1286,1
547,1287,1
547,1288,1
547,1291,1
547,1292,1
547,1295,0.5
547,1296,0.5
547,1297,1
547,1300,0.5
547,1305,1
547,1306,1
547,1308,1
547,1309,1
547,1310,0.5
547,1326,0.5
547,1327,0.5
547,1328,0.5
547,1329,1
547,1330,1
547,1331,1
547,1332,1
547,1333,1
547,1334,1
547,1335,1
547,1336,1
547,1337,1
547,1338,1
547,1339,1
547,1340,1
547,1341,1
547,1342,1
547,1343,1
547,1344,1
547,1345,1
547,1346,1
547,1347,1
547,1348,1
547,1349,1
547,1350,1
547,1351,1
547,1352,1
547,1353,1
547,1356,0.5
547,1357,0.5
547,1365,0.5
547,1366,0.5
547,1369,0.5
547,1370,1
547,1371,0.5
547,1372,0.5
547,1373,0.5
547,1374,1
547,1375,1
547,1376,1
547,1377,1
547,1378,1
547,1379,1
547,1380,1
547,1381,1
547,1382,1
547,1383,1
547,1384,1
547,1385,0.5
548,571,0.5
548,612,0.5
548,690,0.5
548,715,0.5
548,718,0.5
548,778,0.5
548,1289,0.5
548,1919,0.5
549,562,0.5
549,609,0.5
549,752,1
549,784,0.5
549,817,1
549,1098,1
549,1184,1
549,1447,0.5
549,1482,1
549,1573,0.5
549,2346,0.5
549,2948,1
550,1622,1
550,1668,0.5
550,1914,1
551,577,0.5
551,597,0.5
551,888,0.5
551,994,1
551,3419,1
552,591,0.5
552,1193,1
552,2583,1
552,2621,1
552,3051,0.5
552,3052,1
553,556,1
553,562,0.5
553,565,0.5
553,571,0.5
553,625,1
553,681,1
553,688,0.5
553,690,0.5
553,711,0.5
553,718,0.5
553,731,0.5
553,757,0.5
553,763,0.5
553,839,1
553,950,0.5
553,958,0.5
553,1118,0.5
553,1238,1
553,1325,0.5
553,1327,1
553,1388,0.5
553,1402,0.5
553,1673,0.5
553,2694,1
553,2695,1
554,3486,1
554,3487,1
555,557,0.666667
555,591,0.666667
555,1000,0.5
555,1093,1
555,1106,1
555,1438,0.5
555,1458,0.5
555,1547,0.5
555,1683,1
555,1831,0.5
555,1854,0.5
555,1868,0.5
555,1892,1
555,1896,1
555,1921,0.5
555,1945,1
555,2054,1
555,2190,0.5
555,2197,0.5
555,2219,1
555,2533,0.5
555,2540,0.5
555,2541,1
555,2542,0.5
555,2543,0.5
555,2544,1
555,2545,1
555,2546,1
555,2547,1
555,2548,1
555,2549,0.5
555,2550,0.5
555,2551,1
555,2552,1
555,2553,0.5
555,2554,1
555,2555,1
555,2556,1
555,2557,0.5
555,2558,1
555,2559,1
555,2560,0.5
555,2561,0.5
555,2562,0.5
555,2563,0.5
555,2564,1
555,2565,1
556,564,0.75
556,565,0.5
556,574,1
556,579,0.5
556,588,0.5
556,589,0.666667
556,590,0.75
556,615,0.5
556,617,0.5
556,622,0.75
556,626,0.5
556,637,0.666667
556,675,0.75
556,715,0.666667
556,1244,0.5
556,1437,0.5
556,1441,1
556,1535,0.5
556,1805,0.5
556,3143,1
556,3145,1
557,579,0.666667
557,620,0.666667
557,635,1
557,770,0.5
557,1106,0.666667
557,1204,0.5
557,1294,0.5
557,1422,0.666667
557,1431,1
557,1485,0.666667
557,1558,0.666667
557,1895,0.5
557,2099,0.5
557,2182,0.5
557,2183,1
557,2184,1
557,2185,0.5
557,2186,0.666667
557,2188,1
557,2190,0.5
557,2191,1
557,2192,1
557,2193,0.5
557,2194,1
557,2195,1
558,566,0.666667
558,568,0.666667
558,596,0.5
558,650,0.666667
558,701,1
558,1249,0.666667
558,1250,0.666667
558,1251,0.666667
558,1252,0.666667
558,1491,0.666667
558,1495,0.666667
558,1847,0.5
558,1854,0.5
558,1857,0.666667
558,1935,0.666667
558,2187,0.5
558,2312,0.666667
558,2534,0.5
558,2792,1
558,2888,1
558,2889,0.5
558,2890,1
558,2891,1
558,2892,1
558,2893,1
558,2894,0.5
558,2895,1
559,560,1
559,593,1
559,598,1
559,655,1
559,893,0.5
559,895,0.5
559,921,1
559,982,1
559,1359,1
559,1491,1
559,2113,1
559,2219,0.666667
559,2557,1
559,2708,1
559,2992,1
559,2993,1
559,2994,1
559,2995,0.5
559,2996,0.5
559,2997,1
560,592,1
560,640,1
560,672,1
560,885,1
560,903,1
560,914,1
560,978,1
560,986,1
560,1276,1
560,1446,0.666667
560,1485,0.666667
560,1495,1
560,1811,1
560,1883,0.5
560,1932,1
560,1980,1
560,2058,1
560,2088,1
560,2151,0.5
560,2304,0.5
560,2342,1
560,2460,1
560,2697,1
560,2703,0.5
560,2704,1
560,2705,0.5
560,2706,1
560,2707,0.5
560,2708,1
560,2709,0.5
562,563,1
562,564,0.666667
562,570,1
562,571,1
562,574,0.666667
562,586,0.5
562,587,0.666667
562,590,0.666667
562,609,1
562,612,1
562,616,1
562,617,0.666667
562,622,0.666667
562,624,0.666667
562,625,0.666667
562,627,0.666667
562,681,0.666667
562,682,0.666667
562,689,0.666667
562,690,1
562,711,0.666667
562,715,1
562,716,1
562,731,1
562,736,1
562,743,1
562,769,1
562,776,0.5
562,778,1
562,782,1
562,784,1
562,788,0.5
562,795,0.5
562,796,0.5
562,810,0.5
562,831,1
562,839,0.5
562,876,0.666667
562,953,0.5
562,1008,1
562,1021,0.666667
562,1034,1
562,1051,0.5
562,1238,0.666667
562,1284,0.5
562,1364,0.5
562,1471,0.5
562,1522,0.5
562,1998,1
562,2000,0.5
562,2001,1
563,564,0.666667
563,570,1
563,571,1
563,584,0.666667
563,586,0.5
563,609,1
563,610,0.666667
563,611,0.5
563,612,1
563,616,1
563,617,0.666667
563,690,1
563,706,1
563,710,1
563,711,0.666667
563,715,1
563,716,1
563,725,0.5
563,731,1
563,736,1
563,743,1
563,762,1
563,769,1
563,770,1
563,777,0.5
563,778,1
563,784,1
563,790,0.5
563,805,0.5
563,812,0.5
563,816,1
563,818,1
563,831,1
563,850,1
563,857,1
563,876,0.666667
563,1003,0.5
563,1008,1
563,1013,1
563,1014,0.5
563,1016,1
563,1026,1
563,1034,1
563,1043,1
563,1069,1
563,1074,1
563,1100,1
563,1101,1
563,1124,1
563,1185,0.5
563,1186,0.5
563,1248,0.5
563,1311,0.5
563,1314,0.5
563,1510,0.5
563,1521,0.5
563,1578,0.5
563,1910,1
563,1911,0.5
563,1912,0.5
563,1915,0.5
563,1916,1
563,1917,1
563,1918,1
564,565,0.5
564,571,0.5
564,584,0.666667
564,587,1
564,609,0.666667
564,610,1
564,617,0.5
564,624,1
564,625,1
564,627,1
564,637,0.666667
564,659,1
564,682,0.5
564,687,0.5
564,689,0.5
564,690,0.666667
564,711,0.666667
564,715,0.666667
564,716,0.666667
564,732,0.666667
564,743,0.666667
564,757,0.666667
564,762,0.666667
564,763,0.5
564,764,0.5
564,768,0.5
564,803,0.5
564,822,1
564,847,1
564,850,0.666667
564,856,1
564,879,1
564,884,0.75
564,1008,0.5
564,1034,0.5
564,1099,0.5
564,1110,0.5
564,1118,0.5
564,1151,1
564,1156,0.5
564,1162,1
564,1173,1
564,1175,0.5
564,1176,0.5
564,1177,1
564,1179,0.5
564,1180,0.5
564,1181,1
564,1182,1
564,1183,1
564,1188,0.5
564,1189,0.5
564,1191,1
564,1194,1
564,1195,1
564,1196,0.5
564,1197,1
564,1198,1
564,1199,0.5
564,1202,1
564,1207,0.5
564,1217,1
564,1218,0.5
564,1219,1
564,1220,1
564,1221,1
564,1222,0.5
564,1223,0.5
564,1224,0.5
564,1225,1
564,1226,0.5
564,1227,1
564,1228,1
564,1231,0.5
564,1232,0.5
564,1233,0.5
564,1234,1
564,1235,1
564,1236,1
564,1237,1
564,1238,0.75
564,1239,0.666667
564,1240,0.5
564,1241,1
564,1242,1
564,1243,0.5
564,1244,0.5
564,1245,1
564,1246,1
564,1249,0.5
564,1250,0.5
564,1251,0.5
564,1252,0.5
564,1254,1
564,1255,1
564,1256,1
564,1257,1
564,1258,1
564,1259,0.5
564,1261,0.5
564,1267,1
564,1273,0.666667
564,1274,0.666667
564,1275,0.666667
565,573,1
565,626,1
565,659,0.5
565,720,0.5
565,996,1
565,1299,1
565,2092,0.5
565,3242,1
565,3243,1
566,577,1
566,593,1
566,656,1
566,668,1
566,885,1
566,2113,1
566,2708,1
566,2786,0.5
567,592,1
567,903,1
567,929,1
567,1806,0.666667
567,1972,1
567,2225,0.666667
567,3032,0.5
568,597,0.666667
568,663,1
568,679,0.5
568,701,0.666667
568,914,1
568,947,1
568,964,1
568,969,1
568,988,1
568,1095,1
568,1153,1
568,1387,0.666667
568,1654,1
568,1679,1
568,1857,1
568,1972,1
568,2138,0.5
568,2506,0.5
568,2585,1
568,2664,1
568,2665,1
568,2666,1
568,2667,1
568,2668,0.5
568,2669,1
569,711,0.5
569,1159,0.5
569,1385,1
569,1877,0.5
569,3651,1
570,571,1
570,584,0.666667
570,625,0.666667
570,675,0.666667
570,706,1
570,709,1
570,710,1
570,715,1
570,725,0.5
570,728,1
570,731,1
570,732,1
570,740,1
570,757,1
570,765,1
570,769,1
570,770,1
570,774,1
570,778,1
570,816,1
570,857,1
570,861,0.5
570,869,0.5
570,878,0.5
570,884,0.666667
570,1026,1
570,1037,0.5
570,1119,0.5
570,1386,0.5
570,1522,0.5
570,2501,0.5
570,2502,1
570,2503,1
570,2504,1
571,584,0.666667
571,609,1
571,610,0.5
571,611,0.5
571,612,1
571,616,1
571,622,0.5
571,652,0.5
571,659,0.666667
571,675,0.75
571,682,0.5
571,706,1
571,709,1
571,710,1
571,711,0.666667
571,713,0.5
571,715,1
571,716,1
571,743,1
571,769,1
571,780,1
571,784,1
571,788,0.5
571,794,0.5
571,812,0.5
571,831,1
571,839,0.5
571,857,1
571,869,0.5
571,884,0.75
571,1003,0.5
571,1008,1
571,1016,1
571,1069,1
571,1079,1
571,1081,0.5
571,1213,0.5
571,1228,0.5
571,1249,0.5
571,1250,0.5
571,1251,0.5
571,1252,0.5
571,1264,0.5
571,1296,0.5
571,1327,0.5
571,1471,0.5
571,1510,0.5
571,2103,0.5
571,2118,1
571,2157,1
571,2586,1
571,2587,1
571,2588,1
572,587,0.5
572,610,0.5
572,1303,0.5
572,1508,1
572,3009,1
573,1222,0.5
573,3242,1
574,589,0.666667
574,619,0.5
574,624,1
574,625,1
574,627,1
574,682,0.666667
574,711,0.666667
574,715,0.666667
574,750,0.5
574,822,1
574,842,1
574,847,1
574,856,1
574,1188,0.5
574,1228,1
574,1232,0.5
574,1233,0.5
574,1514,1
574,2347,0.5
574,2663,0.5
574,2820,0.5
576,900,0.5
576,976,1
576,1972,0.5
576,2495,1
577,594,1
577,631,1
577,677,0.5
577,699,0.666667
577,1153,1
577,2024,1
577,2513,0.5
578,579,0.5
578,670,1
578,671,1
578,688,0.5
578,1831,0.5
579,603,0.5
579,631,0.666667
579,655,0.666667
579,660,0.5
579,686,0.666667
579,688,0.666667
579,821,0.5
579,831,0.5
579,894,0.666667
579,900,0.666667
579,908,0.5
579,915,0.5
579,929,0.666667
579,932,0.5
579,943,0.5
579,969,0.5
579,999,1
579,1153,0.666667
579,1315,0.666667
579,1428,0.666667
579,1461,1
579,1491,0.666667
579,1498,1
579,1500,0.5
579,1559,0.666667
579,1740,0.666667
579,1813,0.5
579,1814,0.5
579,1834,0.5
579,1835,0.5
579,1839,0.5
579,1980,0.666667
579,2113,0.666667
579,2152,1
579,2247,1
579,2248,0.5
579,2249,0.5
579,2250,0.5
579,2251,1
579,2252,1
579,2253,0.5
579,2254,1
579,2255,1
579,2256,0.5
579,2257,1
579,2258,1
582,604,1
582,608,0.5
582,1134,0.5
582,1178,0.75
582,1699,0.75
582,1701,0.75
582,1704,1
582,1705,0.75
582,1707,1
582,1708,1
582,1709,1
582,1712,1
582,1714,1
582,1716,1
582,1718,0.5
582,1724,1
582,1728,1
582,1738,1
582,1744,1
582,1745,1
582,1748,1
582,1751,1
582,2689,1
582,2990,0.5
582,3162,1
582,3163,1
582,3164,1
583,604,1
583,1032,0.5
583,1133,0.5
583,1134,0.666667
583,1178,0.666667
583,1423,1
583,1611,1
583,1699,1
583,1701,1
583,1702,1
583,1705,1
583,1723,1
583,1724,1
583,1735,0.5
583,1791,1
583,2927,0.5
584,612,0.666667
584,617,1
584,674,0.5
584,675,0.666667
584,690,0.666667
584,715,0.666667
584,767,0.5
584,804,0.5
584,831,0.5
584,850,0.666667
584,884,0.666667
584,1026,0.5
584,1083,1
584,1134,0.666667
584,1178,0.666667
584,1296,0.5
584,1698,0.5
584,1700,0.5
584,1703,0.5
584,1704,0.5
584,1712,0.5
584,1720,0.5
584,1721,0.5
584,1728,0.5
584,1730,0.5
584,1733,0.5
584,1735,0.5
584,1736,1
584,1744,0.5
584,1745,0.5
584,1747,0.5
584,1748,0.5
584,1761,0.5
584,1764,1
584,1767,0.5
584,1768,1
584,1779,1
584,1781,1
584,1783,1
584,1786,1
584,1787,0.5
584,1789,0.5
584,1799,0.5
584,1800,0.5
584,1803,0.5
584,1804,0.5
584,2691,0.5
584,3162,1
584,3573,1
584,3654,0.5
584,3656,0.5
584,3739,1
584,3740,1
584,3741,1
584,3742,1
584,3743,1
584,3744,1
584,3745,1
585,682,0.5
585,1019,1
585,1052,1
585,1064,1
585,1070,0.5
585,1071,1
585,1073,1
585,1091,0.5
585,1102,1
585,1103,1
585,1107,1
585,1322,1
585,2772,0.5
585,2979,0.5
585,3036,1
585,3037,0.5
585,3038,1
585,3039,1
585,3040,1
586,735,0.5
586,816,0.5
586,1040,0.5
586,1265,0.5
586,1314,1
586,1566,1
586,1579,1
586,2601,0.5
586,2774,1
586,3104,1
587,589,0.666667
587,610,1
587,624,1
587,627,1
587,675,1
587,682,0.666667
587,690,0.666667
587,711,0.666667
587,715,0.666667
587,731,0.666667
587,762,0.666667
587,778,0.666667
587,884,1
587,1162,1
587,1189,0.5
587,1228,1
587,1239,0.666667
587,1296,1
587,1534,0.5
587,1659,0.5
587,1668,0.5
587,1805,0.5
587,3010,1
587,3011,1
587,3012,1
587,3013,1
588,842,0.5
588,950,0.5
588,1243,1
588,1513,1
588,3536,1
589,659,0.666667
589,1021,0.666667
589,1099,0.5
589,1188,0.5
589,1195,1
589,1222,0.5
589,1283,1
589,1360,1
589,1402,0.5
589,1477,0.5
589,1481,1
589,1513,0.5
589,1536,0.5
589,1561,1
589,1672,0.5
589,1855,0.5
589,1937,1
589,2127,0.5
589,2308,0.5
589,2486,1
589,2732,0.5
589,2973,0.5
589,3134,0.5
589,3453,0.5
589,3455,0.5
589,3534,1
589,3535,1
589,3536,0.5
589,3537,1
589,3538,0.5
589,3539,0.5
589,3540,1
589,3541,1
589,3542,1
589,3543,1
